timestamp,device_id,position,channel,value,unit,event_type
2026-08-07T10:39:48.675709+00:00,relay1,relay2,relay2,True,,state
2026-08-07T10:39:48.676513+00:00,relay1,relay2,relay2,load switched on for psu2,,log
2026-08-07T10:39:48.676594+00:00,psu2,voltage,voltage,5.0,V,state
2026-08-07T10:39:48.726805+00:00,psu2,voltage,voltage,5.008615229151165,V,measurement
2026-08-07T10:39:48.726954+00:00,psu2,voltage,voltage,PASS: psu2 voltage within tolerance at 5.0V (measured 5.009V),,assert
2026-08-07T10:39:48.727028+00:00,psu2,voltage,voltage,8.0,V,state
2026-08-07T10:39:48.777512+00:00,psu2,voltage,voltage,8.007571954635518,V,measurement
2026-08-07T10:39:48.777690+00:00,psu2,voltage,voltage,PASS: psu2 voltage within tolerance at 8.0V (measured 8.008V),,assert
2026-08-07T10:39:48.777773+00:00,psu2,voltage,voltage,11.0,V,state
2026-08-07T10:39:48.828026+00:00,psu2,voltage,voltage,10.991557470370019,V,measurement
2026-08-07T10:39:48.828153+00:00,psu2,voltage,voltage,PASS: psu2 voltage within tolerance at 11.0V (measured 10.992V),,assert
2026-08-07T10:39:48.828219+00:00,relay1,relay2,relay2,False,,state
2026-08-07T10:52:54.071471+00:00,relay1,relay2,relay2,True,,state
2026-08-07T10:52:54.072043+00:00,relay1,relay2,relay2,load switched on for psu2,,log
2026-08-07T10:52:54.072107+00:00,psu2,voltage,voltage,5.0,V,state
2026-08-07T10:52:54.122381+00:00,psu2,voltage,voltage,5.015793938138472,V,measurement
2026-08-07T10:52:54.122528+00:00,psu2,voltage,voltage,PASS: psu2 voltage within tolerance at 5.0V (measured 5.016V),,assert
2026-08-07T10:52:54.122588+00:00,psu2,voltage,voltage,8.0,V,state
2026-08-07T10:52:54.172894+00:00,psu2,voltage,voltage,7.988766046182908,V,measurement
2026-08-07T10:52:54.173031+00:00,psu2,voltage,voltage,PASS: psu2 voltage within tolerance at 8.0V (measured 7.989V),,assert
2026-08-07T10:52:54.173083+00:00,psu2,voltage,voltage,11.0,V,state
2026-08-07T10:52:54.223419+00:00,psu2,voltage,voltage,10.997456656222813,V,measurement
2026-08-07T10:52:54.223581+00:00,psu2,voltage,voltage,PASS: psu2 voltage within tolerance at 11.0V (measured 10.997V),,assert
2026-08-07T10:52:54.223643+00:00,relay1,relay2,relay2,False,,state
